CounterID,EventDate,EventID,Country,visits
222,2020-01-14,72272,Russia,6856
222,2020-01-14,29132,Other,8530
222,2020-01-15,86313,Russia,9801
222,2020-01-15,56954,Other,5837
222,2020-01-16,93098,Other,7966
222,2020-01-16,55126,Russia,8902
222,2020-01-17,57775,Other,9725
222,2020-01-17,14258,Russia,6948
222,2020-01-18,71237,Russia,3437
222,2020-01-18,37250,Other,3637
222,2020-01-19,84048,Other,8840
222,2020-01-19,35010,Russia,2534
222,2020-01-20,91073,Other,1200
222,2020-01-20,74545,Russia,6718
222,2020-01-21,63084,Russia,6784
222,2020-01-21,13131,Other,5905
222,2020-01-22,76322,Other,1562
222,2020-01-22,60664,Russia,8630
222,2020-01-23,90310,Russia,6149
222,2020-01-23,78613,Other,4212
222,2020-01-24,20474,Russia,1139
222,2020-01-24,13219,Other,4938
222,2020-01-25,62748,Other,3942
222,2020-01-25,29440,Russia,2419
222,2020-01-26,93934,Other,974
222,2020-01-26,45996,Russia,9848
222,2020-01-27,91627,Other,8724
222,2020-01-27,14313,Russia,1734
222,2020-01-28,98062,Other,2960
222,2020-01-28,12050,Russia,5633
222,2020-01-29,34412,Russia,9427
222,2020-01-29,26315,Other,2981
222,2020-01-30,81533,Other,817
222,2020-01-30,47548,Russia,9023
222,2020-01-31,93355,Russia,3629
222,2020-01-31,66524,Other,5728
222,2020-02-01,19785,Other,1455
222,2020-02-01,10237,Russia,4787
222,2020-02-02,46411,Russia,3057
222,2020-02-02,14822,Other,3767
222,2020-02-03,64552,Russia,6487
222,2020-02-03,55994,Other,8865
222,2020-02-04,73808,Russia,4629
222,2020-02-04,18087,Other,6447
222,2020-02-05,30795,Other,8207
222,2020-02-05,12582,Russia,1305
222,2020-02-06,99238,Russia,3982
222,2020-02-06,46713,Other,560
222,2020-02-07,83054,Other,109
222,2020-02-07,34755,Russia,601
222,2020-02-08,82784,Other,6774
222,2020-02-08,50873,Russia,655
222,2020-02-09,90462,Other,4224
222,2020-02-09,76766,Russia,3148
222,2020-02-10,47767,Russia,5438
222,2020-02-10,37067,Other,6270
222,2020-02-11,91686,Russia,1620
222,2020-02-11,44808,Other,9240
222,2020-02-12,84386,Russia,813
222,2020-02-12,56078,Other,1205
222,2020-02-13,64833,Russia,1851
222,2020-02-13,10764,Other,5342
222,2020-02-14,69559,Russia,4076
222,2020-02-14,49887,Other,4947
222,2020-02-15,95791,Other,2877
222,2020-02-15,90479,Russia,5179
222,2020-02-16,92828,Russia,1815
222,2020-02-16,51353,Other,6352
222,2020-02-17,95021,Russia,3407
222,2020-02-17,41175,Other,5867
222,2020-02-18,79933,Russia,3493
222,2020-02-18,38960,Other,9395
222,2020-02-19,84464,Russia,5912
222,2020-02-19,11384,Other,2497
222,2020-02-20,40342,Other,2696
222,2020-02-20,17388,Russia,4438
222,2020-02-21,97764,Russia,2805
222,2020-02-21,29918,Other,9524
222,2020-02-22,63552,Other,3433
222,2020-02-22,61611,Russia,1280
222,2020-02-23,97249,Other,4482
222,2020-02-23,77116,Russia,8224
222,2020-02-24,63266,Russia,7464
222,2020-02-24,33747,Other,7681
222,2020-02-25,61304,Russia,7646
222,2020-02-25,26056,Other,8971
222,2020-02-26,77785,Russia,3767
222,2020-02-26,27736,Other,1672
222,2020-02-27,61672,Russia,7007
222,2020-02-27,33911,Other,4230
222,2020-02-28,96102,Russia,1567
222,2020-02-28,74242,Other,9938
222,2020-02-29,76459,Russia,2880
222,2020-02-29,14536,Other,8815
222,2020-03-01,82048,Other,3630
222,2020-03-01,64134,Russia,687
222,2020-03-02,32908,Other,1964
222,2020-03-02,11952,Russia,826
222,2020-03-03,99281,Other,6623
222,2020-03-03,49622,Russia,3765
222,2020-03-04,52102,Russia,8802
222,2020-03-04,23705,Other,7735
222,2020-03-05,80583,Other,2698
222,2020-03-05,42041,Russia,616
222,2020-03-06,46988,Russia,7505
222,2020-03-06,36093,Other,3916
222,2020-03-07,37112,Russia,4133
222,2020-03-07,16193,Other,9644
222,2020-03-08,79997,Russia,7368
222,2020-03-08,24564,Other,4510
222,2020-03-09,99497,Russia,2404
222,2020-03-09,64256,Other,460
222,2020-03-10,32937,Other,5813
222,2020-03-10,15128,Russia,1920
222,2020-03-11,97359,Russia,7323
222,2020-03-11,54770,Other,5449
222,2020-03-12,69568,Other,2598
222,2020-03-12,25785,Russia,2046
222,2020-03-13,53569,Other,4101
222,2020-03-13,17249,Russia,8887
222,2020-03-14,98627,Russia,8048
222,2020-03-14,87234,Other,5478
222,2020-03-15,60342,Russia,1418
222,2020-03-15,29102,Other,4184
222,2020-03-16,31368,Other,3989
222,2020-03-16,21735,Russia,1829
222,2020-03-17,42451,Russia,736
222,2020-03-17,36499,Other,7884
222,2020-03-18,55663,Other,8772
222,2020-03-18,18848,Russia,9718
222,2020-03-19,94387,Russia,562
222,2020-03-19,74008,Other,9521
222,2020-03-20,35927,Russia,662
222,2020-03-20,10311,Other,2202
222,2020-03-21,60457,Russia,1408
222,2020-03-21,39932,Other,3040
222,2020-03-22,68484,Other,915
222,2020-03-22,22324,Russia,3555
222,2020-03-23,46752,Other,1808
222,2020-03-23,18578,Russia,9752
222,2020-03-24,76756,Russia,5768
222,2020-03-24,45883,Other,2404
222,2020-03-25,98897,Russia,7919
222,2020-03-25,33122,Other,5401
222,2020-03-26,74659,Russia,1264
222,2020-03-26,64243,Other,8030
222,2020-03-27,45680,Russia,4411
222,2020-03-27,25279,Other,7873
222,2020-03-28,86718,Russia,4317
222,2020-03-28,47246,Other,8324
222,2020-03-29,71838,Other,3205
222,2020-03-29,18581,Russia,6413
222,2020-03-30,40483,Other,4611
222,2020-03-30,12245,Russia,6822
222,2020-03-31,52718,Other,3362
222,2020-03-31,41876,Russia,6982
222,2020-04-01,82088,Russia,5241
222,2020-04-01,49481,Other,6819
222,2020-04-02,46399,Russia,4905
222,2020-04-02,19600,Other,8736
222,2020-04-03,96441,Russia,1734
222,2020-04-03,10145,Other,2137
222,2020-04-04,88502,Other,1154
222,2020-04-04,16050,Russia,9379
222,2020-04-05,92304,Russia,3722
222,2020-04-05,86154,Other,3515
222,2020-04-06,57836,Russia,6119
222,2020-04-06,11606,Other,9488
222,2020-04-07,33565,Russia,2788
222,2020-04-07,24627,Other,2917
222,2020-04-08,57775,Russia,486
222,2020-04-08,24646,Other,9634
222,2020-04-09,64006,Russia,8936
222,2020-04-09,19194,Other,7117
222,2020-04-10,45112,Other,5662
222,2020-04-10,17581,Russia,7707
222,2020-04-11,72846,Other,850
222,2020-04-11,20833,Russia,8142
222,2020-04-12,95246,Other,6694
222,2020-04-12,13772,Russia,5498
222,2020-04-13,60464,Russia,1934
222,2020-04-13,33230,Other,6897
222,2020-04-14,86013,Russia,1388
222,2020-04-14,81267,Other,3250
222,2020-04-15,88730,Other,8638
222,2020-04-15,24809,Russia,206
222,2020-04-16,58089,Other,5035
222,2020-04-16,37480,Russia,5031
222,2020-04-17,46071,Other,9100
222,2020-04-17,44564,Russia,8295
222,2020-04-18,64239,Other,7633
222,2020-04-18,40252,Russia,4382
222,2020-04-19,55048,Russia,3725
222,2020-04-19,43808,Other,7480
222,2020-04-20,71947,Other,6679
222,2020-04-20,64911,Russia,9843
222,2020-04-21,92128,Other,4286
222,2020-04-21,62421,Russia,4696
222,2020-04-22,43595,Russia,6230
222,2020-04-22,29405,Other,3166
222,2020-04-23,99276,Russia,9770
222,2020-04-23,80203,Other,1086
222,2020-04-24,75552,Russia,3813
222,2020-04-24,25063,Other,2146
222,2020-04-25,79028,Other,4527
222,2020-04-25,77626,Russia,6336
222,2020-04-26,69878,Other,699
222,2020-04-26,45030,Russia,2275
222,2020-04-27,47019,Other,7418
222,2020-04-27,39733,Russia,4002
222,2020-04-28,79002,Russia,5429
222,2020-04-28,72175,Other,2104
222,2020-04-29,44251,Other,6892
222,2020-04-29,28601,Russia,9861
222,2020-04-30,99089,Other,1320
222,2020-04-30,10593,Russia,6172
222,2020-05-01,34606,Russia,8611
222,2020-05-01,18575,Other,124
222,2020-05-02,21639,Other,4568
222,2020-05-02,13291,Russia,3337
222,2020-05-03,68273,Other,151
222,2020-05-03,49973,Russia,701
222,2020-05-04,95439,Other,4071
222,2020-05-04,14757,Russia,3713
222,2020-05-05,65619,Russia,3791
222,2020-05-05,53053,Other,6848
222,2020-05-06,69569,Other,9410
222,2020-05-06,60493,Russia,271
222,2020-05-07,67702,Russia,1038
222,2020-05-07,42464,Other,2013
222,2020-05-08,50488,Other,3870
222,2020-05-08,31311,Russia,8649
222,2020-05-09,14749,Other,8233
222,2020-05-09,10693,Russia,220
222,2020-05-10,60657,Other,7275
222,2020-05-10,34659,Russia,3582
222,2020-05-11,79852,Other,1865
222,2020-05-11,34109,Russia,5454
222,2020-05-12,88865,Russia,300
222,2020-05-12,67590,Other,354
222,2020-05-13,89290,Russia,5835
222,2020-05-13,78902,Other,7167
222,2020-05-14,98718,Other,7909
222,2020-05-14,36865,Russia,9433
222,2020-05-15,73154,Russia,2078
222,2020-05-15,16169,Other,1556
222,2020-05-16,40327,Russia,4127
222,2020-05-16,28557,Other,6509
222,2020-05-17,61662,Russia,9804
222,2020-05-17,35035,Other,7716
222,2020-05-18,75353,Other,9211
222,2020-05-18,21032,Russia,9839
222,2020-05-19,63719,Russia,6103
222,2020-05-19,28345,Other,8045
222,2020-05-20,82566,Other,1007
222,2020-05-20,38708,Russia,5054
222,2020-05-21,99465,Russia,2712
222,2020-05-21,69367,Other,5259
222,2020-05-22,67392,Russia,6153
222,2020-05-22,64050,Other,9954
222,2020-05-23,73686,Other,7677
222,2020-05-23,59809,Russia,1589
222,2020-05-24,64898,Russia,2246
222,2020-05-24,64139,Other,1967
222,2020-05-25,41645,Other,3254
222,2020-05-25,18339,Russia,4682
222,2020-05-26,61253,Other,3747
222,2020-05-26,48776,Russia,1556
222,2020-05-27,82508,Other,5380
222,2020-05-27,19028,Russia,271
222,2020-05-28,85247,Other,2274
222,2020-05-28,74535,Russia,4154
222,2020-05-29,41514,Russia,8671
222,2020-05-29,15808,Other,9407
222,2020-05-30,87562,Russia,6497
222,2020-05-30,63913,Other,6969
222,2020-05-31,20949,Russia,4377
222,2020-05-31,16205,Other,3393
222,2020-06-01,93966,Russia,461
222,2020-06-01,41654,Other,2013
222,2020-06-02,52756,Russia,1541
222,2020-06-02,42413,Other,7081
222,2020-06-03,38115,Russia,5956
222,2020-06-03,23752,Other,4760
222,2020-06-04,38519,Russia,9581
222,2020-06-04,37850,Other,3013
222,2020-06-05,66093,Other,1645
222,2020-06-05,54629,Russia,8241
222,2020-06-06,57466,Russia,6005
222,2020-06-06,22861,Other,2424
222,2020-06-07,81940,Russia,7345
222,2020-06-07,12754,Other,8393
222,2020-06-08,44051,Other,3213
222,2020-06-08,18810,Russia,9327
222,2020-06-09,88353,Other,3665
222,2020-06-09,36894,Russia,5703
222,2020-06-10,56853,Other,6803
222,2020-06-10,54839,Russia,7801
222,2020-06-11,78147,Other,4540
222,2020-06-11,57115,Russia,5303
222,2020-06-12,93560,Other,7595
222,2020-06-12,80384,Russia,2658
222,2020-06-13,57395,Other,8864
222,2020-06-13,46196,Russia,3911
222,2020-06-14,57218,Other,3089
222,2020-06-14,53687,Russia,4585
222,2020-06-15,85062,Other,5289
222,2020-06-15,40221,Russia,4979
222,2020-06-16,97334,Other,1220
222,2020-06-16,28493,Russia,9402
222,2020-06-17,80624,Russia,1314
222,2020-06-17,77834,Other,2872
222,2020-06-18,98699,Russia,2543
222,2020-06-18,38352,Other,627
222,2020-06-19,76240,Other,3055
222,2020-06-19,18617,Russia,7429
222,2020-06-20,95340,Other,1120
222,2020-06-20,66002,Russia,6869
222,2020-06-21,74185,Other,2814
222,2020-06-21,64885,Russia,5912
222,2020-06-22,98520,Russia,3237
222,2020-06-22,51557,Other,2551
222,2020-06-23,66800,Russia,9695
222,2020-06-23,11467,Other,994
222,2020-06-24,80260,Other,7728
222,2020-06-24,39897,Russia,9845
222,2020-06-25,57978,Russia,7314
222,2020-06-25,42177,Other,6466
222,2020-06-26,79896,Other,5046
222,2020-06-26,50906,Russia,7157
222,2020-06-27,92546,Russia,2214
222,2020-06-27,89748,Other,1595
222,2020-06-28,86668,Russia,7273
222,2020-06-28,17176,Other,8851
222,2020-06-29,31369,Russia,9836
222,2020-06-29,13709,Other,1503
222,2020-06-30,44759,Russia,5444
222,2020-06-30,10381,Other,2030
222,2020-07-01,76348,Russia,4927
222,2020-07-01,54927,Other,9261
222,2020-07-02,99657,Other,4922
222,2020-07-02,27741,Russia,1513
222,2020-07-03,71871,Other,9493
222,2020-07-03,29505,Russia,3195
222,2020-07-04,46213,Other,7453
222,2020-07-04,44735,Russia,1240
222,2020-07-05,70764,Other,413
222,2020-07-05,51024,Russia,3563
222,2020-07-06,85717,Other,2756
222,2020-07-06,21863,Russia,6818
222,2020-07-07,64500,Russia,5848
222,2020-07-07,16506,Other,996
222,2020-07-08,59296,Russia,7389
222,2020-07-08,19305,Other,7756
222,2020-07-09,57901,Russia,7227
222,2020-07-09,40900,Other,5487
222,2020-07-10,54926,Russia,6137
222,2020-07-10,16819,Other,8357
222,2020-07-11,88187,Other,2094
222,2020-07-11,28317,Russia,4902
222,2020-07-12,66129,Other,8866
222,2020-07-12,12258,Russia,8956
222,2020-07-13,88839,Other,3930
222,2020-07-13,58297,Russia,1929
222,2020-07-14,92263,Other,7957
222,2020-07-14,82241,Russia,1647
222,2020-07-15,47966,Other,4504
222,2020-07-15,12421,Russia,7244
222,2020-07-16,39571,Other,5124
222,2020-07-16,34032,Russia,4283
222,2020-07-17,85661,Russia,6554
222,2020-07-17,33249,Other,2270
222,2020-07-18,56032,Other,5243
222,2020-07-18,28497,Russia,9621
222,2020-07-19,82373,Russia,5851
222,2020-07-19,60951,Other,7611
222,2020-07-20,64760,Other,7597
222,2020-07-20,29668,Russia,7617
222,2020-07-21,80686,Other,6209
222,2020-07-21,17177,Russia,6263
222,2020-07-22,78245,Other,2840
222,2020-07-22,13052,Russia,6884
222,2020-07-23,38632,Russia,307
222,2020-07-23,19864,Other,6380
222,2020-07-24,47682,Russia,3908
222,2020-07-24,37724,Other,4479
222,2020-07-25,74720,Russia,5108
222,2020-07-25,48704,Other,6652
222,2020-07-26,84240,Other,4687
222,2020-07-26,83887,Russia,5287
222,2020-07-27,81441,Russia,9255
222,2020-07-27,24002,Other,3228
222,2020-07-28,40288,Russia,1318
222,2020-07-28,24907,Other,4154
222,2020-07-29,53753,Russia,7254
222,2020-07-29,30522,Other,5029
222,2020-07-30,39208,Other,9634
222,2020-07-30,30016,Russia,4810
222,2020-07-31,89931,Russia,9062
222,2020-07-31,48953,Other,9735
222,2020-08-01,60707,Russia,8269
222,2020-08-01,33076,Other,2512
222,2020-08-02,80536,Russia,6251
222,2020-08-02,47708,Other,7900
222,2020-08-03,94356,Other,6676
222,2020-08-03,16936,Russia,378
222,2020-08-04,95408,Other,7525
222,2020-08-04,49635,Russia,504
222,2020-08-05,80375,Russia,7032
222,2020-08-05,47413,Other,9350
222,2020-08-06,75504,Russia,3692
222,2020-08-06,63862,Other,6143
222,2020-08-07,62305,Other,8617
222,2020-08-07,48304,Russia,8580
222,2020-08-08,54327,Other,1943
222,2020-08-08,42843,Russia,4212
222,2020-08-09,84985,Other,7513
222,2020-08-09,12372,Russia,9372
222,2020-08-10,75431,Russia,2377
222,2020-08-10,71844,Other,3118
222,2020-08-11,21846,Russia,9568
222,2020-08-11,11434,Other,8254
222,2020-08-12,74201,Russia,3326
222,2020-08-12,23364,Other,1146
222,2020-08-13,84046,Other,9580
222,2020-08-13,44994,Russia,176
222,2020-08-14,84152,Other,6127
222,2020-08-14,50066,Russia,3977
222,2020-08-15,93765,Russia,944
222,2020-08-15,39281,Other,220
222,2020-08-16,85432,Other,5243
222,2020-08-16,57121,Russia,275
222,2020-08-17,77140,Russia,7924
222,2020-08-17,56066,Other,3500
222,2020-08-18,80431,Russia,4307
222,2020-08-18,28875,Other,3534
222,2020-08-19,82765,Russia,6065
222,2020-08-19,12325,Other,1681
222,2020-08-20,55042,Other,4794
222,2020-08-20,42883,Russia,5638
222,2020-08-21,78302,Other,4447
222,2020-08-21,48039,Russia,7378
222,2020-08-22,85934,Other,3548
222,2020-08-22,83267,Russia,3028
222,2020-08-23,63006,Russia,9714
222,2020-08-23,41818,Other,7113
222,2020-08-24,89056,Other,4096
222,2020-08-24,33873,Russia,4708
222,2020-08-25,53339,Russia,4022
222,2020-08-25,41336,Other,1778
222,2020-08-26,47437,Other,5665
222,2020-08-26,11230,Russia,3160
222,2020-08-27,79180,Other,5069
222,2020-08-27,46932,Russia,1671
222,2020-08-28,36289,Other,7066
222,2020-08-28,22111,Russia,6154
222,2020-08-29,91263,Other,1283
222,2020-08-29,12305,Russia,9994
222,2020-08-30,11121,Russia,4819
222,2020-08-30,10292,Other,9699
222,2020-08-31,39891,Other,4288
222,2020-08-31,23934,Russia,1368
222,2020-09-01,25518,Russia,3059
222,2020-09-01,23740,Other,7703
222,2020-09-02,25110,Other,5145
222,2020-09-02,17428,Russia,7314
222,2020-09-03,58086,Russia,2461
222,2020-09-03,24898,Other,7906
222,2020-09-04,39520,Other,5138
222,2020-09-04,23745,Russia,6969
222,2020-09-05,77417,Russia,7307
222,2020-09-05,50018,Other,1012
222,2020-09-06,96875,Russia,6787
222,2020-09-06,10876,Other,6440
222,2020-09-07,24165,Other,2593
222,2020-09-07,13517,Russia,8702
222,2020-09-08,94136,Russia,333
222,2020-09-08,86195,Other,9537
222,2020-09-09,46815,Russia,1889
222,2020-09-09,21959,Other,1233
222,2020-09-10,78360,Other,3360
222,2020-09-10,42331,Russia,7477
222,2020-09-11,75066,Other,8008
222,2020-09-11,40242,Russia,8871
222,2020-09-12,94436,Other,5685
222,2020-09-12,50215,Russia,8628
222,2020-09-13,90495,Other,1329
222,2020-09-13,60365,Russia,6449
222,2020-09-14,44377,Other,9161
222,2020-09-14,26611,Russia,8465
222,2020-09-15,73921,Other,6072
222,2020-09-15,35757,Russia,9356
222,2020-09-16,19560,Other,9248
222,2020-09-16,17848,Russia,638
222,2020-09-17,67366,Russia,7552
222,2020-09-17,49362,Other,5951
222,2020-09-18,79185,Other,9369
222,2020-09-18,21158,Russia,9339
222,2020-09-19,90730,Other,9469
222,2020-09-19,50297,Russia,9738
222,2020-09-20,29669,Russia,5767
222,2020-09-20,27779,Other,1589
222,2020-09-21,91844,Russia,1927
222,2020-09-21,40703,Other,2977
222,2020-09-22,96698,Russia,8493
222,2020-09-22,57465,Other,8118
222,2020-09-23,99608,Russia,2606
222,2020-09-23,17341,Other,8636
222,2020-09-24,88674,Russia,3671
222,2020-09-24,22521,Other,6697
222,2020-09-25,92200,Other,6545
222,2020-09-25,56211,Russia,9495
222,2020-09-26,66943,Other,404
222,2020-09-26,53395,Russia,1978
222,2020-09-27,20383,Other,3754
222,2020-09-27,13010,Russia,5747
222,2020-09-28,86163,Russia,5352
222,2020-09-28,47593,Other,7860
222,2020-09-29,86240,Other,1911
222,2020-09-29,37386,Russia,8840
222,2020-09-30,95162,Russia,805
222,2020-09-30,19356,Other,6690
222,2020-10-01,64401,Russia,2706
222,2020-10-01,21696,Other,8942
222,2020-10-02,90117,Russia,6670
222,2020-10-02,65555,Other,4299
222,2020-10-03,41221,Other,273
222,2020-10-03,33092,Russia,8168
222,2020-10-04,77444,Russia,8839
222,2020-10-04,29156,Other,9446
222,2020-10-05,91469,Other,9202
222,2020-10-05,72367,Russia,2863
222,2020-10-06,56302,Russia,4723
222,2020-10-06,50676,Other,2417
222,2020-10-07,65802,Russia,9299
222,2020-10-07,45912,Other,5193
222,2020-10-08,96737,Russia,9489
222,2020-10-08,58598,Other,1854
222,2020-10-09,45580,Russia,1454
222,2020-10-09,13014,Other,3794
222,2020-10-10,20230,Other,5414
222,2020-10-10,17154,Russia,9922
222,2020-10-11,98561,Russia,5847
222,2020-10-11,22390,Other,9846
222,2020-10-12,79857,Russia,8952
222,2020-10-12,41776,Other,5906
222,2020-10-13,87404,Other,4204
222,2020-10-13,21858,Russia,1266
222,2020-10-14,48317,Other,2963
222,2020-10-14,11740,Russia,4604
222,2020-10-15,77955,Russia,5607
222,2020-10-15,59986,Other,3889
222,2020-10-16,81604,Other,2038
222,2020-10-16,54805,Russia,8178
222,2020-10-17,72308,Russia,8532
222,2020-10-17,51593,Other,7149
222,2020-10-18,93200,Russia,7398
222,2020-10-18,49009,Other,9037
222,2020-10-19,77939,Russia,927
222,2020-10-19,15910,Other,4009
222,2020-10-20,83773,Russia,7790
222,2020-10-20,27737,Other,5768
222,2020-10-21,56139,Other,3473
222,2020-10-21,20396,Russia,7818
222,2020-10-22,70004,Russia,6658
222,2020-10-22,57143,Other,3027
222,2020-10-23,15542,Russia,4827
222,2020-10-23,12910,Other,5582
222,2020-10-24,53821,Russia,2941
222,2020-10-24,38924,Other,9831
222,2020-10-25,67147,Russia,8132
222,2020-10-25,47793,Other,6585
222,2020-10-26,91615,Other,3692
222,2020-10-26,30616,Russia,2205
222,2020-10-27,78058,Russia,9207
222,2020-10-27,66428,Other,4882
222,2020-10-28,95008,Other,4578
222,2020-10-28,17190,Russia,1693
222,2020-10-29,69337,Other,4037
222,2020-10-29,43657,Russia,6896
222,2020-10-30,57971,Other,7718
222,2020-10-30,48076,Russia,448
222,2020-10-31,79137,Russia,377
222,2020-10-31,66656,Other,7151
222,2020-11-01,76386,Other,5844
222,2020-11-01,70191,Russia,6664
222,2020-11-02,68686,Other,8053
222,2020-11-02,56965,Russia,1035
222,2020-11-03,58823,Russia,6879
222,2020-11-03,47948,Other,3601
222,2020-11-04,82824,Other,2376
222,2020-11-04,73913,Russia,6886
222,2020-11-05,33972,Other,7526
222,2020-11-05,19915,Russia,4563
222,2020-11-06,84776,Other,1546
222,2020-11-06,37251,Russia,5358
222,2020-11-07,62890,Russia,1796
222,2020-11-07,59690,Other,5954
222,2020-11-08,76353,Other,5723
222,2020-11-08,68664,Russia,8032
222,2020-11-09,88473,Other,2088
222,2020-11-09,58886,Russia,4624
222,2020-11-10,21271,Russia,3131
222,2020-11-10,15411,Other,9280
222,2020-11-11,96136,Russia,4625
222,2020-11-11,46288,Other,934
222,2020-11-12,92152,Other,428
222,2020-11-12,58731,Russia,613
222,2020-11-13,89337,Russia,1689
222,2020-11-13,56899,Other,9430
222,2020-11-14,98278,Other,850
222,2020-11-14,20516,Russia,3677
222,2020-11-15,85715,Russia,816
222,2020-11-15,32225,Other,4694
222,2020-11-16,82493,Other,3163
222,2020-11-16,26963,Russia,1025
222,2020-11-17,43268,Other,2870
222,2020-11-17,35422,Russia,9509
222,2020-11-18,47338,Other,2373
222,2020-11-18,41577,Russia,1038
222,2020-11-19,67353,Russia,2995
222,2020-11-19,65075,Other,3125
222,2020-11-20,89964,Other,8094
222,2020-11-20,22112,Russia,8251
222,2020-11-21,78136,Russia,7677
222,2020-11-21,39093,Other,9419
222,2020-11-22,81852,Other,7723
222,2020-11-22,49735,Russia,6930
222,2020-11-23,82787,Russia,3649
222,2020-11-23,55581,Other,8641
222,2020-11-24,73754,Russia,7547
222,2020-11-24,43534,Other,6898
222,2020-11-25,56113,Other,8924
222,2020-11-25,39880,Russia,4432
222,2020-11-26,97104,Other,1953
222,2020-11-26,56576,Russia,7107
222,2020-11-27,44904,Russia,6165
222,2020-11-27,23153,Other,7046
222,2020-11-28,78847,Other,3752
222,2020-11-28,29690,Russia,4498
222,2020-11-29,57393,Other,7997
222,2020-11-29,12120,Russia,9717
222,2020-11-30,37651,Russia,7823
222,2020-11-30,18320,Other,5524
222,2020-12-01,86512,Other,2080
222,2020-12-01,68137,Russia,5911
222,2020-12-02,75770,Other,2683
222,2020-12-02,20570,Russia,9235
222,2020-12-03,80556,Other,3764
222,2020-12-03,61598,Russia,1780
222,2020-12-04,54623,Russia,6840
222,2020-12-04,19179,Other,4747
222,2020-12-05,99187,Other,3019
222,2020-12-05,42574,Russia,4355
222,2020-12-06,53717,Russia,8490
222,2020-12-06,22249,Other,1766
222,2020-12-07,68988,Other,2015
222,2020-12-07,51619,Russia,2525
222,2020-12-08,46354,Russia,5597
222,2020-12-08,44313,Other,9106
222,2020-12-09,74374,Other,2162
222,2020-12-09,29131,Russia,3789
222,2020-12-10,80839,Other,224
222,2020-12-10,39099,Russia,2137
222,2020-12-11,74020,Other,190
222,2020-12-11,58110,Russia,4480
222,2020-12-12,80610,Other,426
222,2020-12-12,20346,Russia,2340
222,2020-12-13,78788,Russia,3001
222,2020-12-13,20280,Other,4387
222,2020-12-14,96411,Russia,2828
222,2020-12-14,53345,Other,2886
222,2020-12-15,42383,Russia,6995
222,2020-12-15,30395,Other,4281
222,2020-12-16,34710,Russia,3349
222,2020-12-16,32074,Other,4194
222,2020-12-17,51730,Other,8832
222,2020-12-17,16978,Russia,7327
222,2020-12-18,40324,Russia,1708
222,2020-12-18,24785,Other,9310
222,2020-12-19,88476,Other,7968
222,2020-12-19,34088,Russia,5908
222,2020-12-20,89360,Other,6413
222,2020-12-20,80989,Russia,982
222,2020-12-21,72760,Russia,5487
222,2020-12-21,57138,Other,1412
222,2020-12-22,27428,Other,8691
222,2020-12-22,10356,Russia,4190
222,2020-12-23,36153,Russia,1038
222,2020-12-23,21140,Other,4362
222,2020-12-24,37668,Other,6878
222,2020-12-24,26564,Russia,5044
222,2020-12-25,60828,Russia,2126
222,2020-12-25,28066,Other,6752
222,2020-12-26,56431,Other,8435
222,2020-12-26,33286,Russia,4625
222,2020-12-27,88814,Other,3448
222,2020-12-27,41097,Russia,8687
222,2020-12-28,38984,Russia,7481
222,2020-12-28,30827,Other,8779
222,2020-12-29,51702,Other,4565
222,2020-12-29,44341,Russia,5191
222,2020-12-30,95812,Other,9062
222,2020-12-30,77970,Russia,428
222,2020-12-31,94429,Other,1181
222,2020-12-31,65280,Russia,8620
333,2020-01-01,93631,Russia,3397
333,2020-01-01,14405,Other,7253
333,2020-01-02,54761,Russia,6699
333,2020-01-02,40533,Other,3132
333,2020-01-03,77488,Russia,8178
333,2020-01-03,26703,Other,8991
333,2020-01-04,43842,Other,5353
333,2020-01-04,29375,Russia,5674
333,2020-01-05,56948,Russia,8060
333,2020-01-05,23908,Other,8279
333,2020-01-06,60658,Other,5535
333,2020-01-06,24032,Russia,1877
333,2020-01-07,64592,Other,1053
333,2020-01-07,62599,Russia,2975
333,2020-01-08,69761,Other,803
333,2020-01-08,12363,Russia,3001
333,2020-01-09,53917,Russia,6384
333,2020-01-09,29857,Other,6339
333,2020-01-10,84702,Russia,158
333,2020-01-10,78728,Other,8327
333,2020-01-11,95998,Russia,4351
333,2020-01-11,67566,Other,9743
333,2020-01-12,51420,Other,8695
333,2020-01-12,41181,Russia,3622
333,2020-01-13,53345,Russia,3477
333,2020-01-13,25323,Other,6702
333,2020-01-14,69965,Other,8644
333,2020-01-14,28884,Russia,6258
333,2020-01-15,33691,Russia,1526
333,2020-01-15,15089,Other,9924
333,2020-01-16,69662,Other,9934
333,2020-01-16,56783,Russia,6925
333,2020-01-17,79062,Other,9458
333,2020-01-17,48632,Russia,3338
333,2020-01-18,74821,Russia,9738
333,2020-01-18,13218,Other,6197
333,2020-01-19,41319,Other,9041
333,2020-01-19,32631,Russia,5726
333,2020-01-20,49743,Other,5230
333,2020-01-20,29197,Russia,812
333,2020-01-21,23392,Russia,2700
333,2020-01-21,18900,Other,2379
333,2020-01-22,96157,Other,2286
333,2020-01-22,55491,Russia,6301
333,2020-01-23,58512,Russia,924
333,2020-01-23,11285,Other,2593
333,2020-01-24,72626,Other,4798
333,2020-01-24,43681,Russia,1897
333,2020-01-25,75996,Other,6789
333,2020-01-25,22822,Russia,7989
333,2020-01-26,59042,Russia,6084
333,2020-01-26,16401,Other,6616
333,2020-01-27,51869,Other,2160
